Region,BeginDate,Income ($)
Macau S.A.R.,1910,6500
"Bonaire, Sint Eustatius and Saba",1920,20900
Cyprus,1930,34700
Korea South,1890,22200
Greece,1920,11600
Dominican Republic,1890,6500
Gabon,1920,6500
Belize,1940,20900
Kiribati,1940,34700
Vanuatu,1910,38600
Germany,1910,24100
Seychelles,1890,11600
Costa Rica,1920,43100
Suriname,1940,9000
Curaçao,1930,9000
Nigeria,1880,20900
Greenland,1880,17200
World,1730-2010,9000
Ghana,1950,9300
Laos,1930,3100
Saint Pierre and Miquelon,1940,17200
Papua new Guinea,1940,20900
World,1730-2010,5400
Greece,1900,6500
Mali,1940,9300
Lithuania,1940,9300
World,1730-2010,9300
French Polynesia,1900,34700
Tonga,1920,11600
World,1730-2010,12400
"Bonaire, Sint Eustatius and Saba",1930,43100
Guatemala,1900,9300
World,1730-2010,6500
World,1730-2010,34700
Japan,1870,5400
Congo The Democratic Republic Of The,1940,9300
World,1730-2010,20900
Dominican Republic,1870,6500
Samoa,1920,39500
Madagascar,1930,5400
World,1730-2010,20900
World,1730-2010,9300
World,1730-2010,6500
World,1730-2010,12400
Sweden,1920,24100
World,1730-2010,9000
Equatorial Guinea,1870,34700
World,1730-2010,9300
Peru,1940,9300
World,1730-2010,9300
Norfolk Island,1900,11600
Rwanda,1940,22200
Russia,1930,12400
Cyprus,1930,9300
China,1930,9300
Guadeloupe,1930,17200
World,1730-2010,9000
Botswana,1930,17200
Canada,1950,9000
Kosovo,1940,20900
Palau,1940,11600
Austria,1900,25800
Virgin Islands (British),1930,9000
Central African Republic,1930,9300
Uganda,1950,25800
Palau,1930,11600
World,1730-2010,34400
Greenland,1880,17200
World,1730-2010,5400
Cote D'Ivoire (Ivory Coast),1910,34400
Bermuda,1910,12400
Brazil,1910,12400
Korea North,1890,11600
Nauru,1880,9000
Dominica,1910,9000
World,1730-2010,11600
Korea North,1940,11600
Micronesia,1940,5400
Peru,1920,9300
Georgia,1890,9000
World,1730-2010,17200
Slovenia,1870,3100
Vanuatu,1930,5400
Pakistan,1910,9300
Benin,1900,5400
Saint-Barthelemy,1930,9300
World,1730-2010,9000
Zambia,1920,9300
Saint Lucia,1900,3100
Syria,1920,24100
Vietnam,1920,11600
World,1730-2010,9300
Belarus,1920,11600
Guatemala,1900,22200
Faroe Islands,1920,22200
Canada,1920,6500
Botswana,1940,12400
World,1730-2010,11600
World,1730-2010,11600
Anguilla,1910,5400
Mozambique,1910,34400
East Timor,1940,11600
World,1730-2010,6500
Kiribati,1860,9300
Afghanistan,1940,9300
Italy,1930,24100
World,1730-2010,20900
Ireland,1910,9300
World,1730-2010,34400
Northern Mariana Islands,1920,9300
Mongolia,1940,9300
Yemen,1940,9300
World,1730-2010,9000
Palestinian Territory Occupied,1930,25800
World,1730-2010,12400
Taiwan,1920,12400
Estonia,1920,22200
Nigeria,1960,17200
Armenia,1930,20900
Eritrea,1940,9300
Bangladesh,1940,9000
Namibia,1910,12400
Nicaragua,1930,9000
World,1730-2010,5400
World,1730-2010,11600
Rwanda,1940,6500
World,1730-2010,17200
World,1730-2010,24100
Macedonia,1940,17200
World,1730-2010,11600
World,1730-2010,12400
World,1730-2010,20900
World,1730-2010,43100
South Georgia,1890,20900
World,1730-2010,24100
Croatia (Hrvatska),1920,6500
World,1730-2010,34400
French Southern Territories,1940,17200
World,1730-2010,43100
Anguilla,1900,11600
Aruba,1930,34700
South Sudan,1910,9300
Kiribati,1920,42800
Uruguay,1930,9300
World,1730-2010,25800
Serbia,1860,9000
Eritrea,1920,42800
Laos,1890,43100
Sao Tome and Principe,1950,9300
World,1730-2010,17200
World,1730-2010,24100
World,1730-2010,20900
World,1730-2010,5400
World,1730-2010,24100
World,1730-2010,9300
Saint-Martin (French part),1900,17200
Ecuador,1930,42800
Sierra Leone,1930,9300
Guadeloupe,1930,22200
Armenia,1910,17200
Kyrgyzstan,1930,20900
World,1730-2010,11600
Tanzania,1930,6500
World,1730-2010,9000
World,1730-2010,43100
Malaysia,1920,20900
Singapore,1920,9300
Cape Verde,1970,6500
Ethiopia,1930,5400
World,1730-2010,6500
World,1730-2010,9300
World,1730-2010,9000
Gibraltar,1920,11600
Niue,1890,12400
World,1730-2010,17200
Malawi,1940,9300
Macedonia,1840,9000
Slovenia,1940,24100
Cameroon,1950,6500
Falkland Islands,1910,9300
Israel,1930,9300
Nauru,1880,22200
Gambia The,1920,17200
Equatorial Guinea,1930,12400
World,1730-2010,11600
Tunisia,1920,34400
Norway,1940,9300
World,1730-2010,9300
Germany,1900,3100
San Marino,1880,11600
Senegal,1920,11600
World,1730-2010,34700
El Salvador,1910,20900
Saint Kitts And Nevis,1920,5400
World,1730-2010,17200
Saudi Arabia,1940,9300
Nigeria,1880,9300
Cyprus,1930,3100
Hungary,1920,12400
Papua new Guinea,1890,3100
Norfolk Island,1930,11600
World,1730-2010,17200
Belize,1940,43100
World,1730-2010,22200
Canada,1900,6500
Cote D'Ivoire (Ivory Coast),1940,25800
Saint Helena,1910,17200
Bahrain,1900,9300
Cocos (Keeling) Islands,1930,17200
World,1730-2010,9000
World,1730-2010,34400
Macau S.A.R.,1910,11600
Pitcairn Island,1920,3100
Canada,1900,9300
Falkland Islands,1930,34700
Papua new Guinea,1890,6500
Mexico,1900,3100
Zambia,1930,17200
Serbia,1920,5400
World,1730-2010,17200
Benin,1910,17200
Bahrain,1880,34400
Eritrea,1890,9300
Chad,1880,9000
World,1730-2010,12400
Reunion,1920,9300
Congo,1890,9300
World,1730-2010,43100
World,1730-2010,24100
Malta,1930,9000
Australia,1930,12400
Mauritania,1930,12400
Guadeloupe,1920,9000
World,1730-2010,9000
Bahamas The,1940,17200
Turks And Caicos Islands,1940,9000
Turkey,1890,9300
Falkland Islands,1930,11600
Israel,1920,9300
United States,1920,9000
World,1730-2010,11600
Belgium,1920,5400
Pakistan,1880,17200
Korea North,1920,9300
Sierra Leone,1860,5400
Liberia,1950,9300
World,1730-2010,9300
Micronesia,1940,9000
Montserrat,1910,24100
World,1730-2010,11600
Trinidad And Tobago,1900,17200
World,1730-2010,9300
Palestinian Territory Occupied,1890,6500
World,1730-2010,42800
World,1730-2010,12400
World,1730-2010,24100
Mozambique,1910,9300
Gambia The,1950,9300
World,1730-2010,12400
World,1730-2010,12400
Tonga,1930,5400
New Caledonia,1890,9300
Western Sahara,1930,22200
World,1730-2010,12400
Malta,1920,22200
World,1730-2010,24100
World,1730-2010,9000
World,1730-2010,9000
Nigeria,1920,5400
Curaçao,1930,12400
World,1730-2010,5400
New Caledonia,1890,20900
World,1730-2010,20900
Cook Islands,1860,3100
Peru,1930,11600
Ireland,1900,22200
Congo The Democratic Republic Of The,1880,9000
Switzerland,1920,17200
World,1730-2010,9300
Cyprus,1920,9300
World,1730-2010,9000
World,1730-2010,3100
Uzbekistan,1900,24100
Kiribati,1890,22200
World,1730-2010,11600
Cocos (Keeling) Islands,1930,12400
World,1730-2010,9300
Saudi Arabia,1930,49000
Guyana,1930,12400
World,1730-2010,20900
Togo,1950,12400
World,1730-2010,6500
World,1730-2010,9000
Macedonia,1920,9000
Mozambique,1930,20900
Austria,1930,20900
Dominica,1920,11600
Turks And Caicos Islands,1900,9300
World,1730-2010,9000
World,1730-2010,9000
Colombia,1910,22200
Mali,1950,12400
Saint-Martin (French part),1930,5400
World,1730-2010,17200
Tunisia,1910,9000
Somalia,1930,9300
Kazakhstan,1910,20900
World,1730-2010,5400
Cocos (Keeling) Islands,1860,12400
French Southern Territories,1880,22200
Mali,1880,6500
Bolivia,1920,22200
Slovakia,1940,9000
Namibia,1940,12400
United States,1940,17200
Botswana,1910,12400
World,1730-2010,9300
World,1730-2010,9300
World,1730-2010,5400
Bolivia,1940,38600
Saint Kitts And Nevis,1900,6500
Chad,1900,20900
Slovakia,1910,6500
Hungary,1930,25800
Bulgaria,1920,17200
Seychelles,1940,5400
Russia,1930,3100
World,1730-2010,11600
Peru,1900,22200
World,1730-2010,9300
Greenland,1910,12400
Cambodia,1930,6500
Central African Republic,1940,5400
Tajikistan,1870,9000
Benin,1970,12400
World,1730-2010,12400
World,1730-2010,9300
World,1730-2010,9300
World,1730-2010,20900
Malaysia,1900,9300
Saint Helena,1960,24100
World,1730-2010,9000
Greenland,1920,9000
Tuvalu,1930,9300
World,1730-2010,9300
Saint-Martin (French part),1880,9300
Saint Kitts And Nevis,1880,9000
Svalbard And Jan Mayen Islands,1930,9300
Iceland,1920,5400
Qatar,1940,9300
Congo,1890,9300
Saint-Barthelemy,1950,11600
Northern Mariana Islands,1930,9300
World,1730-2010,20900
Bangladesh,1920,12400
France,1910,20900
World,1730-2010,20900
World,1730-2010,20900
Gibraltar,1970,20900
World,1730-2010,25800
World,1730-2010,9000
World,1730-2010,5400
Norway,1940,9300
Samoa,1940,6500
Saint Kitts And Nevis,1930,11600
Laos,1930,9000
Moldova,1910,9300
Zambia,1830,17200
World,1730-2010,11600
World,1730-2010,17200
Gabon,1920,24100
Monaco,1930,24100
Papua new Guinea,1910,20900
Montserrat,1880,42800
Tajikistan,1930,9300
Sint Maarten (Dutch part),1860,11600
Cuba,1920,9000
World,1730-2010,9300
Togo,1940,24100
Slovenia,1920,3100
New Zealand,1880,43100
World,1730-2010,43100
World,1730-2010,9300
Madagascar,1920,5400
Djibouti,1930,11600
Korea South,1910,6500
Korea South,1900,5400
Paraguay,1920,34700
Japan,1950,11600
Azerbaijan,1930,17200
Australia,1950,6500
Congo,1930,22200
World,1730-2010,20900
World,1730-2010,9000
Italy,1950,11600
Mongolia,1940,17200
Honduras,1880,22200
Guadeloupe,1930,24100
Cape Verde,1880,9000
Canada,1930,12400
Guinea-Bissau,1950,17200
World,1730-2010,11600
Burundi,1920,34400
Saint-Barthelemy,1930,3100
Congo The Democratic Republic Of The,1920,9000
Laos,1920,9300
French Guiana,1900,5400
Mongolia,1930,11600
Jordan,1920,5400
Finland,1930,17200
Sint Maarten (Dutch part),1940,20900
Seychelles,1890,9000
World,1730-2010,6500
Saint-Martin (French part),1900,9300
Guinea,1930,22200
Barbados,1920,11600
Trinidad And Tobago,1940,6500
Slovenia,1940,5400
Marshall Islands,1940,22200
Falkland Islands,1940,9000
World,1730-2010,9300
Equatorial Guinea,1900,12400
Marshall Islands,1920,20900
Uruguay,1930,24100
World,1730-2010,3100
Iran,1900,9000
Montserrat,1930,39500
Macedonia,1930,12400
Guatemala,1940,11600
India,1910,9000
Armenia,1930,9300
Mozambique,1920,3100
Cote D'Ivoire (Ivory Coast),1920,9000
Mauritania,1930,9300
Finland,1950,9300
Guatemala,1910,11600
Liberia,1930,9000
New Caledonia,1940,22200
World,1730-2010,9300
Barbados,1940,42800
World,1730-2010,20900
Portugal,1930,11600
Andorra,1950,9300
Haiti,1930,9300
Zambia,1930,11600
World,1730-2010,11600
Reunion,1920,3100
World,1730-2010,24100
World,1730-2010,5400
Burundi,1950,11600
Myanmar,1910,9300
Guinea,1930,17200
Guyana,1940,9300
Cote D'Ivoire (Ivory Coast),1920,3100
Poland,1950,25800
Uganda,1920,9300
Palau,1930,12400
Central African Republic,1900,6500
East Timor,1930,24100
Brunei,1900,42800
Cape Verde,1930,17200
Saint Helena,1910,6500
World,1730-2010,9300
World,1730-2010,9300
Costa Rica,1900,9300
Mali,1920,9000
Guam,1920,12400
World,1730-2010,20900
Kosovo,1890,24100
Seychelles,1910,9000
World,1730-2010,5400
Maldives,1950,12400
World,1730-2010,9300
World,1730-2010,5400
World,1730-2010,9300
Belarus,1960,12400
Germany,1930,12400
World,1730-2010,5400
Comoros,1930,6500
Nigeria,1970,6500
World,1730-2010,17200
Gabon,1880,11600
World,1730-2010,3100
Kosovo,1890,11600
Guam,1940,5400
World,1730-2010,20900
Seychelles,1890,22200
Eritrea,1950,11600
Paraguay,1890,9300
American Samoa,1920,6500
Eritrea,1890,12400
Korea South,1890,20900
Benin,1930,9300
Eritrea,1900,22200
World,1730-2010,11600
Afghanistan,1920,6500
Kosovo,1890,12400
World,1730-2010,6500
World,1730-2010,5400
Bahamas The,1940,20900
World,1730-2010,11600
Saint Kitts And Nevis,1930,34400
South Georgia,1930,9300
Curaçao,1880,9300
World,1730-2010,6500
World,1730-2010,25800
World,1730-2010,12400
Finland,1930,38600
Brazil,1890,12400
British Indian Ocean Territory,1920,17200
Western Sahara,1940,17200
Poland,1920,9000
Greece,1930,11600
Czech Republic,1940,45500
United Kingdom,1900,9300
Argentina,1890,11600
World,1730-2010,12400
Bermuda,1910,9300
Burundi,1930,9300
Saint Vincent And The Grenadines,1940,12400
Guadeloupe,1890,17200
Kyrgyzstan,1950,9300
Italy,1940,6500
World,1730-2010,25800
World,1730-2010,6500
World,1730-2010,6500
Saint Pierre and Miquelon,1910,43100
Tanzania,1940,17200
Mongolia,1910,11600
World,1730-2010,6500
World,1730-2010,11600
Mexico,1880,17200
Pitcairn Island,1890,20900
World,1730-2010,9300
China,1920,9300
American Samoa,1910,9000
World,1730-2010,17200
World,1730-2010,5400
World,1730-2010,11600
Senegal,1940,20900
Vietnam,1930,9000
Croatia (Hrvatska),1950,3100
Burundi,1950,12400
World,1730-2010,9300
Brazil,1920,20900
Hungary,1940,24100
World,1730-2010,9300
Cuba,1950,12400
Equatorial Guinea,1920,11600
Montserrat,1930,9000
Australia,1940,22200
"Bonaire, Sint Eustatius and Saba",1930,39500
Saudi Arabia,1930,6500
World,1730-2010,9300
Guatemala,1850,11600
Honduras,1920,9300
Kosovo,1950,17200
Paraguay,1910,22200
Oman,1940,20900
China,1910,38600
Italy,1920,5400
Turkey,1900,12400
Tuvalu,1930,24100
Syria,1910,9300
Niger,1940,20900
Korea North,1970,11600
Sudan,1910,20900
Mauritius,1930,9300
World,1730-2010,12400
Congo The Democratic Republic Of The,1940,9000
Liechtenstein,1960,12400
Czech Republic,1920,3100
Costa Rica,1890,9300
Trinidad And Tobago,1880,11600
World,1730-2010,20900
Congo,1920,9000
World,1730-2010,11600
World,1730-2010,9000
Cyprus,1930,9000
World,1730-2010,9000
Colombia,1920,9300
World,1730-2010,24100
United Kingdom,1880,20900
Estonia,1910,11600
Virgin Islands (British),1930,17200
World,1730-2010,6500
World,1730-2010,24100
Gambia The,1900,9000
Saint-Martin (French part),1900,9300
World,1730-2010,9000
Cote D'Ivoire (Ivory Coast),1910,12400
World,1730-2010,43100
Saint Vincent And The Grenadines,1910,12400
Norfolk Island,1940,9300
Kyrgyzstan,1920,24100
Bulgaria,1920,9300
Venezuela,1900,12400
France,1940,9000
Russia,1940,34700
Belarus,1920,20900
Micronesia,1930,9300
World,1730-2010,5400
"Bonaire, Sint Eustatius and Saba",1930,20900
World,1730-2010,9000
Kosovo,1890,3100
Guadeloupe,1890,9300
World,1730-2010,11600
Sudan,1930,22200
Lithuania,1910,17200
World,1730-2010,9300
Sierra Leone,1860,6500
Singapore,1890,9300
Australia,1920,17200
Falkland Islands,1900,22200
World,1730-2010,25800
World,1730-2010,5400
United Kingdom,1880,9300
Algeria,1930,17200
World,1730-2010,20900
Dominica,1910,6500
World,1730-2010,17200
Slovakia,1890,34400
Zambia,1930,17200
Indonesia,1940,5400
Taiwan,1890,9000
Central African Republic,1940,9000
Costa Rica,1940,3100
Chile,1920,43100
Gambia The,1910,9000
Colombia,1890,24100
Switzerland,1940,12400
World,1730-2010,9000
Czech Republic,1940,20900
El Salvador,1950,11600
Faroe Islands,1940,12400
World,1730-2010,9300
World,1730-2010,6500
Georgia,1950,6500
Norway,1890,9300
World,1730-2010,17200
Fiji Islands,1890,9300
Macau S.A.R.,1910,6500
Albania,1950,9300
Turkey,1920,17200
Guatemala,1950,9300
World,1730-2010,9000
Thailand,1940,20900
Albania,1950,22200
British Indian Ocean Territory,1930,3100
Western Sahara,1900,20900
World,1730-2010,34700
World,1730-2010,9300
Armenia,1930,6500
French Southern Territories,1930,22200
World,1730-2010,6500
Montserrat,1940,3100
Switzerland,1930,17200
Wallis And Futuna Islands,1940,9300
Moldova,1930,5400
Andorra,1950,20900
World,1730-2010,11600
Central African Republic,1960,12400
El Salvador,1910,17200
France,1930,25800
World,1730-2010,9000
World,1730-2010,5400
World,1730-2010,12400
Senegal,1910,9300
Colombia,1930,5400
World,1730-2010,9300
Japan,1950,6500
Burundi,1920,6500
Solomon Islands,1940,39500
World,1730-2010,12400
Palestinian Territory Occupied,1930,3100
World,1730-2010,11600
Norfolk Island,1900,11600
Egypt,1920,12400
Liberia,1890,9000
Tonga,1910,6500
Haiti,1940,12400
Zimbabwe,1940,9300
World,1730-2010,11600
Argentina,1940,11600
Cuba,1940,6500
Gibraltar,1920,24100
Christmas Island,1940,12400
World,1730-2010,20900
Guatemala,1940,12400
Afghanistan,1940,42800
World,1730-2010,9000
French Guiana,1920,11600
World,1730-2010,5400
Central African Republic,1910,12400
World,1730-2010,24100
World,1730-2010,6500
Hong Kong S.A.R.,1880,6500
Palau,1900,34400
Burundi,1970,9000
Latvia,1910,9300
Austria,1920,20900
Poland,1920,6500
Cameroon,1930,22200
World,1730-2010,3100
Ghana,1940,9000
Sweden,1950,11600
World,1730-2010,9000
Colombia,1930,9000
Costa Rica,1940,20900
World,1730-2010,9000
Panama,1930,24100
World,1730-2010,11600
Chile,1930,20900
World,1730-2010,6500
Falkland Islands,1940,12400
Nigeria,1930,9300
Macedonia,1940,12400
Greece,1910,11600
Ghana,1940,25800
Puerto Rico,1890,34400
Lithuania,1900,43100
Greece,1910,9300
Mexico,1910,3100
Australia,1930,11600
French Southern Territories,1920,17200
World,1730-2010,5400
Barbados,1950,20900
Poland,1920,22200
Denmark,1900,5400
American Samoa,1940,20900
Nicaragua,1950,9300
Western Sahara,1920,43100
World,1730-2010,12400
Iceland,1930,9300
Tonga,1910,9000
Dominican Republic,1920,17200
Algeria,1910,9000
Namibia,1930,9300
Mauritius,1920,9300
Russia,1930,6500
Virgin Islands (British),1920,6500
Christmas Island,1940,6500
Iran,1920,22200
World,1730-2010,12400
Wallis And Futuna Islands,1920,20900
Saint-Barthelemy,1940,24100
Algeria,1900,25800
World,1730-2010,9000
Hong Kong S.A.R.,1910,11600
Latvia,1910,9300
Azerbaijan,1940,25800
World,1730-2010,38600
Bermuda,1910,9000
World,1730-2010,17200
World,1730-2010,9000
World,1730-2010,24100
Kazakhstan,1930,25800
Haiti,1920,9300
World,1730-2010,9300
World,1730-2010,17200
Colombia,1920,9000
Fiji Islands,1940,9000
Myanmar,1940,9300
Turkmenistan,1940,9000
World,1730-2010,9000
Hungary,1940,6500
American Samoa,1930,9000
Costa Rica,1920,22200
Lesotho,1880,22200
Svalbard And Jan Mayen Islands,1940,22200
Hungary,1920,9300
Virgin Islands (US),1920,6500
Suriname,1910,43100
United Kingdom,1880,9300
Lebanon,1910,12400
"Bonaire, Sint Eustatius and Saba",1980,5400
World,1730-2010,24100
World,1730-2010,42800
Micronesia,1940,17200
Vanuatu,1920,9300
World,1730-2010,9000
Armenia,1890,20900
Venezuela,2000,9000
Congo The Democratic Republic Of The,1930,25800
Kazakhstan,1940,20900
Turkey,1940,9000
Turkmenistan,1930,20900
Zimbabwe,1940,9300
World,1730-2010,17200
Oman,1940,11600
World,1730-2010,5400
Andorra,1880,17200
Saint Helena,1940,6500
World,1730-2010,9300
Morocco,1890,6500
Martinique,1940,17200
Sri Lanka,1920,3100
Montenegro,1930,17200
Singapore,1890,5400
Nicaragua,1930,24100
Guatemala,1950,9000
Aland Islands,1930,11600
Albania,1930,6500
Iraq,1880,9300
Kosovo,1850,3100
Mozambique,1940,6500
Guernsey and Alderney,1900,9000
Haiti,1900,9000
World,1730-2010,6500
Cuba,1930,11600
Gambia The,1910,12400
World,1730-2010,17200
Russia,1930,24100
World,1730-2010,11600
United States,1910,20900
Lebanon,1920,22200
Japan,1920,25800
World,1730-2010,3100
Aruba,1930,9000
Germany,1880,25800
World,1730-2010,24100
Vatican City State (Holy See),1940,9300
Libya,1930,9300
Sri Lanka,1920,17200
Czech Republic,1940,9300
World,1730-2010,5400
Guatemala,1940,12400
France,1920,5400
Benin,1930,12400
Pakistan,1920,12400
Faroe Islands,1940,20900
Armenia,1920,9300
Man (Isle of),1930,11600
Gambia The,1940,9000
Japan,1880,9300
Equatorial Guinea,1930,11600
Bhutan,1930,9000
Chad,1910,5400
British Indian Ocean Territory,1900,45500
Turks And Caicos Islands,1930,9300
World,1730-2010,5400
World,1730-2010,11600
World,1730-2010,9300
World,1730-2010,6500
Macedonia,1960,20900
World,1730-2010,6500
Armenia,1910,6500
South Africa,1920,22200
Greenland,1880,20900
Dominica,1910,9300
World,1730-2010,9300
Cameroon,1920,5400
Rwanda,1920,3100
Czech Republic,1910,11600
World,1730-2010,9300
Gabon,1940,20900
Liechtenstein,1960,9300
Micronesia,1890,20900
Suriname,1910,9300
World,1730-2010,9000
Sao Tome and Principe,1850,9300
Macau S.A.R.,1900,9300
Togo,1960,34400
Ecuador,1940,17200
Sierra Leone,1970,17200
Tajikistan,1930,9000
Libya,1930,5400
World,1730-2010,17200
Hungary,1890,3100
World,1730-2010,6500
New Caledonia,1940,5400
World,1730-2010,39500
World,1730-2010,9300
World,1730-2010,12400
World,1730-2010,9300
Zambia,1930,12400
Liechtenstein,1920,17200
Suriname,1920,20900
Saint Kitts And Nevis,1900,25800
World,1730-2010,20900
World,1730-2010,5400
Moldova,1860,9300
Cook Islands,1940,12400
World,1730-2010,45500
Gabon,1920,43100
World,1730-2010,12400
Niue,1930,9300
World,1730-2010,42800
World,1730-2010,25800
Brazil,1900,6500
Madagascar,1920,12400
World,1730-2010,12400
Japan,1920,9000
Papua new Guinea,1950,25800
Algeria,1940,24100
Djibouti,1890,11600
Man (Isle of),1930,9000
World,1730-2010,24100
World,1730-2010,11600
Nicaragua,1900,9000
Suriname,1940,9300
Malawi,1940,9300
Jordan,1940,11600
World,1730-2010,11600
Senegal,1910,24100
Svalbard And Jan Mayen Islands,1900,25800
New Caledonia,1930,22200
Saint Helena,1890,24100
World,1730-2010,22200
Iran,1900,17200
Saint-Martin (French part),1900,11600
Dominica,1910,6500
Turks And Caicos Islands,1930,9000
World,1730-2010,12400
