Region,BeginDate,Income ($)
Port Vila; Vanuatu; Melanesia; Oceania,1930,20900
Ulan Bator; Mongolia; Eastern Asia; Asia,1940,9300
Sanaa; Yemen; Western Asia; Asia,1948,9300
Reykjavik; Iceland; Northern Europe; Europe,1983,9000
East Jerusalem; Palestinian Territory Occupied; Western Asia; Asia,1938,25800
Djibouti; Djibouti; Eastern Africa; Africa,1906,12400
Taipei; Taiwan; Eastern Asia; Asia,1920,12400
Tallinn; Estonia; Northern Europe; Europe,1922,22200
Abuja; Nigeria; Western Africa; Africa,1960,17200
Yerevan; Armenia; Western Asia; Asia,1935,20900
Asmara; Eritrea; Eastern Africa; Africa,1948,9300
Dhaka; Bangladesh; Southern Asia; Asia,1946,9000
Windhoek; Namibia; Southern Africa; Africa,1914,12400
Managua; Nicaragua; Central America; Americas,1936,9000
George Town; Cayman Islands; Caribbean; Americas,1908,5400
Dublin; Ireland; Northern Europe; Europe,1862,11600
Kigali; Rwanda; Eastern Africa; Africa,1942,6500
Kingston; Norfolk Island; Australia and New Zealand; Oceania,1862,17200
Rabat; Morocco; Northern Africa; Africa,1988,24100
Skopje; Macedonia; Southern Europe; Europe,1947,17200
Bangui; Central African Republic; Middle Africa; Africa,1862,11600
Doha; Qatar; Western Asia; Asia,1904,12400
Gustavia; Saint-Barthelemy; Caribbean; Americas,1876,20900
Longyearbyen; Svalbard And Jan Mayen Islands; Northern Europe; Europe,1863,43100
Grytviken; South Georgia; South America; Americas,1893,20900
Muscat; Oman; Western Asia; Asia,1855,24100
Zagreb; Croatia (Hrvatska); Southern Europe; Europe,1925,6500
Stockholm; Sweden; Northern Europe; Europe,1788,34400
Port-aux-Francais; French Southern Territories; Southern Africa; Africa,1941,17200
Abu Dhabi; United Arab Emirates; Western Asia; Asia,1888,43100
The Valley; Anguilla; Caribbean; Americas,1908,11600
Oranjestad; Aruba; Caribbean; Americas,1939,34700
Juba; South Sudan; Middle Africa; Africa,1913,9300
Tarawa; Kiribati; Micronesia; Oceania,1928,42800
Montevideo; Uruguay; South America; Americas,1936,9300
Chisinau; Moldova; Eastern Europe; Europe,1907,25800
Belgrade; Serbia; Southern Europe; Europe,1867,9000
Asmara; Eritrea; Eastern Africa; Africa,1925,42800
Vientiane; Laos; South-Eastern Asia; Asia,1897,43100
Sao Tome; Sao Tome and Principe; Middle Africa; Africa,1951,9300
Kuwait City; Kuwait; Western Asia; Asia,1849,17200
Stanley; Falkland Islands; South America; Americas,1840,24100
Port-au-Prince; Haiti; Caribbean; Americas,1917,20900
Grytviken; South Georgia; South America; Americas,1876,5400
Sanaa; Yemen; Western Asia; Asia,1892,24100
Lisbon; Portugal; Southern Europe; Europe,1847,9300
Marigot; Saint-Martin (French part); Caribbean; Americas,1905,17200
Quito; Ecuador; South America; Americas,1935,42800
Freetown; Sierra Leone; Western Africa; Africa,1935,9300
Basse-Terre; Guadeloupe; Caribbean; Americas,1936,22200
Yerevan; Armenia; Western Asia; Asia,1916,17200
Bishkek; Kyrgyzstan; Central Asia; Asia,1937,20900
Riyadh; Saudi Arabia; Western Asia; Asia,1908,11600
Dodoma; Tanzania; Eastern Africa; Africa,1935,6500
Sarajevo; Bosnia and Herzegovina; Southern Europe; Europe,1802,9000
Dodoma; Tanzania; Eastern Africa; Africa,1913,43100
Kuala Lumpur; Malaysia; South-Eastern Asia; Asia,1929,20900
Singapur; Singapore; South-Eastern Asia; Asia,1928,9300
Praia; Cape Verde; Western Africa; Africa,1971,6500
Addis Ababa; Ethiopia; Eastern Africa; Africa,1938,5400
Melekeok; Palau; Micronesia; Oceania,1813,6500
George Town; Cayman Islands; Caribbean; Americas,1884,9300
Kampala; Uganda; Eastern Africa; Africa,1906,9000
Gibraltar; Gibraltar; Southern Europe; Europe,1925,11600
Alofi; Niue; Polynesia; Oceania,1897,12400
Gaborone; Botswana; Southern Africa; Africa,1882,17200
Lilongwe; Malawi; Eastern Africa; Africa,1941,9300
Skopje; Macedonia; Southern Europe; Europe,1841,9000
Ljubljana; Slovenia; Southern Europe; Europe,1943,24100
Yaounde; Cameroon; Middle Africa; Africa,1950,6500
Stanley; Falkland Islands; South America; Americas,1917,9300
Jerusalem; Israel; Western Asia; Asia,1930,9300
Yaren; Nauru; Micronesia; Oceania,1884,22200
Banjul; Gambia The; Western Africa; Africa,1929,17200
Malabo; Equatorial Guinea; Middle Africa; Africa,1934,12400
Beirut; Lebanon; Western Asia; Asia,1816,11600
Tunis; Tunisia; Northern Africa; Africa,1922,34400
Oslo; Norway; Northern Europe; Europe,1946,9300
Luanda; Angola; Middle Africa; Africa,1882,9300
Berlin; Germany; Western Europe; Europe,1903,3100
San Marino; San Marino; Southern Europe; Europe,1887,11600
Dakar; Senegal; Western Africa; Africa,1926,11600
San Jose; Costa Rica; Central America; Americas,1809,34700
San Salvador; El Salvador; Central America; Americas,1919,20900
Basseterre; Saint Kitts And Nevis; Caribbean; Americas,1928,5400
Bogota; Colombia; South America; Americas,1857,17200
Riyadh; Saudi Arabia; Western Asia; Asia,1948,9300
Abuja; Nigeria; Western Africa; Africa,1884,9300
Nicosia; Cyprus; Southern Europe; Europe,1939,3100
Budapest; Hungary; Eastern Europe; Europe,1923,12400
Port Moresby; Papua new Guinea; Melanesia; Oceania,1893,3100
Kingston; Norfolk Island; Australia and New Zealand; Oceania,1937,11600
Port of Spain; Trinidad And Tobago; Caribbean; Americas,1816,17200
Belmopan; Belize; Central America; Americas,1940,43100
Washington; United States; Northern America; Americas,1866,22200
Ottawa; Canada; Northern America; Americas,1903,6500
Yamoussoukro; Cote D'Ivoire (Ivory Coast); Western Africa; Africa,1944,25800
Jamestown; Saint Helena; Western Africa; Africa,1917,17200
Manama; Bahrain; Western Asia; Asia,1904,9300
West Island; Cocos (Keeling) Islands; Australia and New Zealand; Oceania,1932,17200
Bandar Seri Begawan; Brunei; South-Eastern Asia; Asia,1888,9000
Moroni; Comoros; Eastern Africa; Africa,1887,34400
Macao; Macau S.A.R.; Eastern Asia; Asia,1914,11600
Adamstown; Pitcairn Island; Polynesia; Oceania,1929,3100
Ottawa; Canada; Northern America; Americas,1907,9300
Stanley; Falkland Islands; South America; Americas,1933,34700
Port Moresby; Papua new Guinea; Melanesia; Oceania,1898,6500
Mexico City; Mexico; Central America; Americas,1902,3100
Lusaka; Zambia; Eastern Africa; Africa,1935,17200
Belgrade; Serbia; Southern Europe; Europe,1925,5400
Abuja; Nigeria; Western Africa; Africa,1868,17200
Porto-Novo; Benin; Western Africa; Africa,1917,17200
Manama; Bahrain; Western Asia; Asia,1885,34400
Asmara; Eritrea; Eastern Africa; Africa,1893,9300
N'Djamena; Chad; Middle Africa; Africa,1888,9000
Nicosia; Cyprus; Southern Europe; Europe,1746,12400
Saint-Denis; Reunion; Eastern Africa; Africa,1926,9300
Brazzaville; Congo; Middle Africa; Africa,1896,9300
Bangui; Central African Republic; Middle Africa; Africa,1891,43100
Malabo; Equatorial Guinea; Middle Africa; Africa,1849,24100
Valletta; Malta; Southern Europe; Europe,1931,9000
Canberra; Australia; Australia and New Zealand; Oceania,1935,12400
Nouakchott; Mauritania; Western Africa; Africa,1939,12400
Basse-Terre; Guadeloupe; Caribbean; Americas,1923,9000
Grytviken; South Georgia; South America; Americas,1871,9000
Nassau; Bahamas The; Caribbean; Americas,1940,17200
Cockburn Town; Turks And Caicos Islands; Caribbean; Americas,1947,9000
Ankara; Turkey; Western Asia; Asia,1894,9300
Stanley; Falkland Islands; South America; Americas,1937,11600
Jerusalem; Israel; Western Asia; Asia,1922,9300
Washington; United States; Northern America; Americas,1923,9000
Sucre; Bolivia; South America; Americas,1886,11600
Brussels; Belgium; Western Europe; Europe,1927,5400
Islamabad; Pakistan; Southern Asia; Asia,1885,17200
Pyongyang; Korea North; Eastern Asia; Asia,1923,9300
Freetown; Sierra Leone; Western Africa; Africa,1864,5400
Monrovia; Liberia; Western Africa; Africa,1951,9300
Baku; Azerbaijan; Western Asia; Asia,1872,9300
Palikir; Micronesia; Micronesia; Oceania,1948,9000
Plymouth; Montserrat; Caribbean; Americas,1912,24100
Dhaka; Bangladesh; Southern Asia; Asia,1910,11600
Port of Spain; Trinidad And Tobago; Caribbean; Americas,1904,17200
Bucharest; Romania; Eastern Europe; Europe,1811,9300
East Jerusalem; Palestinian Territory Occupied; Western Asia; Asia,1895,6500
New Delhi; India; Southern Asia; Asia,1863,42800
Philipsburg; Sint Maarten (Dutch part); Caribbean; Americas,1813,12400
Belmopan; Belize; Central America; Americas,1830,24100
Maputo; Mozambique; Eastern Africa; Africa,1910,9300
Banjul; Gambia The; Western Africa; Africa,1950,9300
Stockholm; Sweden; Northern Europe; Europe,1905,12400
Malabo; Equatorial Guinea; Middle Africa; Africa,1885,12400
Nuku'alofa; Tonga; Polynesia; Oceania,1939,5400
Noumea; New Caledonia; Melanesia; Oceania,1891,9300
El-Aaiun; Western Sahara; Northern Africa; Africa,1932,22200
Jakarta; Indonesia; South-Eastern Asia; Asia,1832,12400
Valletta; Malta; Southern Europe; Europe,1921,22200
Panama City; Panama; Central America; Americas,1891,24100
N'Djamena; Chad; Middle Africa; Africa,1840,9000
Saipan; Northern Mariana Islands; Micronesia; Oceania,1860,9000
Abuja; Nigeria; Western Africa; Africa,1928,5400
Willemstad; Curaçao; Caribbean; Americas,1936,12400
Dushanbe; Tajikistan; Central Asia; Asia,1896,5400
Noumea; New Caledonia; Melanesia; Oceania,1896,20900
Nay Pyi Taw; Myanmar; South-Eastern Asia; Asia,1997,20900
Avarua; Cook Islands; Polynesia; Oceania,1865,3100
Lima; Peru; South America; Americas,1932,11600
Dublin; Ireland; Northern Europe; Europe,1905,22200
Kinshasa; Congo The Democratic Republic Of The; Middle Africa; Africa,1885,9000
Bern; Switzerland; Western Europe; Europe,1923,17200
Valletta; Malta; Southern Europe; Europe,2016,9300
Nicosia; Cyprus; Southern Europe; Europe,1929,9300
Longyearbyen; Svalbard And Jan Mayen Islands; Northern Europe; Europe,1914,9000
Tripolis; Libya; Northern Africa; Africa,1905,3100
Tashkent; Uzbekistan; Central Asia; Asia,1909,24100
Tarawa; Kiribati; Micronesia; Oceania,1894,22200
Sarajevo; Bosnia and Herzegovina; Southern Europe; Europe,1849,11600
West Island; Cocos (Keeling) Islands; Australia and New Zealand; Oceania,1934,12400
Brazzaville; Congo; Middle Africa; Africa,1854,9300
Riyadh; Saudi Arabia; Western Asia; Asia,1935,49000
Georgetown; Guyana; South America; Americas,1933,12400
Port-aux-Francais; French Southern Territories; Southern Africa; Africa,1982,20900
Lome; Togo; Western Africa; Africa,1950,12400
San Juan; Puerto Rico; Caribbean; Americas,1824,6500
Pago Pago; American Samoa; Polynesia; Oceania,1993,9000
Skopje; Macedonia; Southern Europe; Europe,1922,9000
Maputo; Mozambique; Eastern Africa; Africa,1938,20900
Vienna; Austria; Western Europe; Europe,1937,20900
Roseau; Dominica; Caribbean; Americas,1926,11600
Cockburn Town; Turks And Caicos Islands; Caribbean; Americas,1902,9300
Hagatna; Guam; Micronesia; Oceania,1796,9000
Helsinki; Finland; Northern Europe; Europe,1883,9000
Bogota; Colombia; South America; Americas,1912,22200
Bamako; Mali; Western Africa; Africa,1954,12400
Marigot; Saint-Martin (French part); Caribbean; Americas,1936,5400
Dushanbe; Tajikistan; Central Asia; Asia,1909,17200
Tunis; Tunisia; Northern Africa; Africa,1919,9000
Mogadishu; Somalia; Eastern Africa; Africa,1933,9300
Astana; Kazakhstan; Central Asia; Asia,1914,20900
Charlotte Amalie; Virgin Islands (US); Caribbean; Americas,1879,5400
West Island; Cocos (Keeling) Islands; Australia and New Zealand; Oceania,1866,12400
Port-aux-Francais; French Southern Territories; Southern Africa; Africa,1881,22200
Bamako; Mali; Western Africa; Africa,1889,6500
Sucre; Bolivia; South America; Americas,1924,22200
Bratislava; Slovakia; Eastern Europe; Europe,1942,9000
Windhoek; Namibia; Southern Africa; Africa,1946,12400
Washington; United States; Northern America; Americas,1941,17200
Gaborone; Botswana; Southern Africa; Africa,1914,12400
Pago Pago; American Samoa; Polynesia; Oceania,1902,9300
Nassau; Bahamas The; Caribbean; Americas,1837,9300
Port Moresby; Papua new Guinea; Melanesia; Oceania,1858,5400
Sucre; Bolivia; South America; Americas,1943,38600
Basseterre; Saint Kitts And Nevis; Caribbean; Americas,1907,6500
N'Djamena; Chad; Middle Africa; Africa,1903,20900
Bratislava; Slovakia; Eastern Europe; Europe,1918,6500
Budapest; Hungary; Eastern Europe; Europe,1930,25800
Sofia; Bulgaria; Eastern Europe; Europe,1927,17200
Victoria; Seychelles; Eastern Africa; Africa,1945,5400
Moscow; Russia; Eastern Europe; Europe,1935,3100
Flying Fish Cove; Christmas Island; Australia and New Zealand; Oceania,1919,11600
Lima; Peru; South America; Americas,1903,22200
Bishkek; Kyrgyzstan; Central Asia; Asia,1907,9300
Nuuk; Greenland; Northern America; Americas,1915,12400
Phnom Penh; Cambodia; South-Eastern Asia; Asia,1939,6500
Bangui; Central African Republic; Middle Africa; Africa,1943,5400
Dushanbe; Tajikistan; Central Asia; Asia,1871,9000
Porto-Novo; Benin; Western Africa; Africa,1971,12400
Beirut; Lebanon; Western Asia; Asia,1847,12400
London; United Kingdom; Northern Europe; Europe,1844,9300
Honiara; Solomon Islands; Melanesia; Oceania,1811,9300
Manila; Philippines; South-Eastern Asia; Asia,1867,20900
Kuala Lumpur; Malaysia; South-Eastern Asia; Asia,1904,9300
Jamestown; Saint Helena; Western Africa; Africa,1962,24100
Mariehamn; Aland Islands; Northern Europe; Europe,1865,9000
Nuuk; Greenland; Northern America; Americas,1924,9000
Funafuti; Tuvalu; Polynesia; Oceania,1930,9300
Tegucigalpa; Honduras; Central America; Americas,1991,9300
Marigot; Saint-Martin (French part); Caribbean; Americas,1880,9300
Basseterre; Saint Kitts And Nevis; Caribbean; Americas,1886,9000
Longyearbyen; Svalbard And Jan Mayen Islands; Northern Europe; Europe,1938,9300
Reykjavik; Iceland; Northern Europe; Europe,1925,5400
Doha; Qatar; Western Asia; Asia,1944,9300
Brazzaville; Congo; Middle Africa; Africa,1893,9300
Gustavia; Saint-Barthelemy; Caribbean; Americas,1953,11600
Saipan; Northern Mariana Islands; Micronesia; Oceania,1933,9300
Budapest; Hungary; Eastern Europe; Europe,1981,20900
Dhaka; Bangladesh; Southern Asia; Asia,1925,12400
Paris; France; Western Europe; Europe,1918,20900
Cockburn Town; Turks And Caicos Islands; Caribbean; Americas,1862,20900
Manila; Philippines; South-Eastern Asia; Asia,1897,20900
Gibraltar; Gibraltar; Southern Europe; Europe,1975,20900
Bridgetown; Barbados; Caribbean; Americas,1916,25800
Plymouth; Montserrat; Caribbean; Americas,1925,9000
Muscat; Oman; Western Asia; Asia,1937,5400
Oslo; Norway; Northern Europe; Europe,1943,9300
Apia; Samoa; Polynesia; Oceania,1944,6500
Basseterre; Saint Kitts And Nevis; Caribbean; Americas,1937,11600
Vientiane; Laos; South-Eastern Asia; Asia,1933,9000
Chisinau; Moldova; Eastern Europe; Europe,1914,9300
Lusaka; Zambia; Eastern Africa; Africa,1830,17200
Colombo; Sri Lanka; Southern Asia; Asia,1820,11600
Beijing; China; Eastern Asia; Asia,1886,17200
Libreville; Gabon; Middle Africa; Africa,1925,24100
Monaco; Monaco; Western Europe; Europe,1937,24100
Port Moresby; Papua new Guinea; Melanesia; Oceania,1913,20900
Plymouth; Montserrat; Caribbean; Americas,1889,42800
Dushanbe; Tajikistan; Central Asia; Asia,1930,9300
Philipsburg; Sint Maarten (Dutch part); Caribbean; Americas,1862,11600
Havana; Cuba; Caribbean; Americas,1926,9000
Adamstown; Pitcairn Island; Polynesia; Oceania,1910,9300
Lome; Togo; Western Africa; Africa,1942,24100
Ljubljana; Slovenia; Southern Europe; Europe,1925,3100
Wellington; New Zealand; Australia and New Zealand; Oceania,1888,43100
Santiago; Chile; South America; Americas,1998,43100
Tarawa; Kiribati; Micronesia; Oceania,1753,9300
Antananarivo; Madagascar; Eastern Africa; Africa,1928,5400
Djibouti; Djibouti; Eastern Africa; Africa,1937,11600
Seoul; Korea South; Eastern Asia; Asia,1910,6500
Seoul; Korea South; Eastern Asia; Asia,1907,5400
Asuncion; Paraguay; South America; Americas,1929,34700
Tokyo; Japan; Eastern Asia; Asia,1950,11600
Baku; Azerbaijan; Western Asia; Asia,1938,17200
Canberra; Australia; Australia and New Zealand; Oceania,1954,6500
Brazzaville; Congo; Middle Africa; Africa,1930,22200
Tripolis; Libya; Northern Africa; Africa,1911,20900
Buenos Aires; Argentina; South America; Americas,1806,9000
Rome; Italy; Southern Europe; Europe,1952,11600
Ulan Bator; Mongolia; Eastern Asia; Asia,1945,17200
Tegucigalpa; Honduras; Central America; Americas,1886,22200
Basse-Terre; Guadeloupe; Caribbean; Americas,1937,24100
Praia; Cape Verde; Western Africa; Africa,1889,9000
Ottawa; Canada; Northern America; Americas,1935,12400
Bissau; Guinea-Bissau; Western Africa; Africa,1952,17200
Honiara; Solomon Islands; Melanesia; Oceania,1824,11600
Bujumbura; Burundi; Eastern Africa; Africa,1926,34400
Gustavia; Saint-Barthelemy; Caribbean; Americas,1936,3100
Kinshasa; Congo The Democratic Republic Of The; Middle Africa; Africa,1924,9000
Vientiane; Laos; South-Eastern Asia; Asia,1928,9300
Cayenne; French Guiana; South America; Americas,1907,5400
Ulan Bator; Mongolia; Eastern Asia; Asia,1939,11600
Amman; Jordan; Western Asia; Asia,1921,5400
Helsinki; Finland; Northern Europe; Europe,1930,17200
Philipsburg; Sint Maarten (Dutch part); Caribbean; Americas,1943,20900
Victoria; Seychelles; Eastern Africa; Africa,1897,9000
Muscat; Oman; Western Asia; Asia,1876,6500
Marigot; Saint-Martin (French part); Caribbean; Americas,1906,9300
Conakry; Guinea; Western Africa; Africa,1935,22200
Bridgetown; Barbados; Caribbean; Americas,1921,11600
Port of Spain; Trinidad And Tobago; Caribbean; Americas,1947,6500
Ljubljana; Slovenia; Southern Europe; Europe,1943,5400
Majuro; Marshall Islands; Micronesia; Oceania,1943,22200
Stanley; Falkland Islands; South America; Americas,1942,9000
Tunis; Tunisia; Northern Africa; Africa,1864,9300
Malabo; Equatorial Guinea; Middle Africa; Africa,1900,12400
Majuro; Marshall Islands; Micronesia; Oceania,1929,20900
Montevideo; Uruguay; South America; Americas,1931,24100
Sao Tome; Sao Tome and Principe; Middle Africa; Africa,1809,3100
Tehran; Iran; Southern Asia; Asia,1907,9000
Plymouth; Montserrat; Caribbean; Americas,1933,39500
Skopje; Macedonia; Southern Europe; Europe,1932,12400
Guatemala City; Guatemala; Central America; Americas,1944,11600
New Delhi; India; Southern Asia; Asia,1912,9000
Yerevan; Armenia; Western Asia; Asia,1938,9300
Maputo; Mozambique; Eastern Africa; Africa,1928,3100
Yamoussoukro; Cote D'Ivoire (Ivory Coast); Western Africa; Africa,1926,9000
Nouakchott; Mauritania; Western Africa; Africa,1938,9300
Helsinki; Finland; Northern Europe; Europe,1956,9300
Guatemala City; Guatemala; Central America; Americas,1912,11600
Monrovia; Liberia; Western Africa; Africa,1936,9000
Noumea; New Caledonia; Melanesia; Oceania,1944,22200
Freetown; Sierra Leone; Western Africa; Africa,1906,9300
Bridgetown; Barbados; Caribbean; Americas,1949,42800
Flying Fish Cove; Christmas Island; Australia and New Zealand; Oceania,1907,20900
Lisbon; Portugal; Southern Europe; Europe,1934,11600
Andorra la Vella; Andorra; Southern Europe; Europe,1954,9300
